Running benchmark 638 with O3
Check determinism flag for 638/wand/magick-property.bc
Change in queries per pass for 638/wand/magick-property.bc
NoAlias: 0 vs 3
MayAlias: 10 vs 0
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 135LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 136LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 137LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 138LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 139LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 140LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 20GVNPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 3LoopVectorizePass in 638/magick/matrix.bc is non-deterministic
NoAlias: 2 vs 3
MayAlias: 12 vs 12
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 157LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 7LoopVectorizePass in 638/magick/matrix.bc is non-deterministic
NoAlias: 6 vs 9
MayAlias: 9 vs 9
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 173LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 175LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 176LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 178LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 180LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 181LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 184LICMPass in 638/magick/matrix.bc is non-deterministic (missing pass)
Pass 116LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 119LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 120LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 121LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 122LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 129LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 130LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 145LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 161LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 163LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 164LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 167LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 168LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Pass 170LICMPass in 638/magick/matrix.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/pixel.bc
Change in hash for 638/magick/pixel.bc
Hash: 0b33288670887fccb520a73fbfbf86bf7af53edd vs 4b634d03d9e7d965bae059a8d5a2b6ff752447b2
Change in queries per pass for 638/magick/pixel.bc
Pass 1GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 42LICMPass in 638/magick/pixel.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 44LICMPass in 638/magick/pixel.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 46LICMPass in 638/magick/pixel.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 48LICMPass in 638/magick/pixel.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 50LICMPass in 638/magick/pixel.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 52LICMPass in 638/magick/pixel.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 54LICMPass in 638/magick/pixel.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 56LICMPass in 638/magick/pixel.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 11GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 12GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 14GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 19GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 20GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 22GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 23GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 24GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 26GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 27GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 28GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 30GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 31GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 32GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 34GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 36GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 39GVNPass in 638/magick/pixel.bc is non-deterministic (missing pass)
Pass 39DSEPass in 638/magick/pixel.bc is non-deterministic
NoAlias: 2874 vs 3316
MayAlias: 50 vs 50
MustAlias: 55 vs 56
PartialAlias: 24 vs 23
Pass 3LoopVectorizePass in 638/magick/pixel.bc is non-deterministic
NoAlias: 240 vs 336
MayAlias: 214 vs 214
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 4SLPVectorizerPass in 638/magick/pixel.bc is non-deterministic
NoAlias: 1 vs 4
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 6LoopVectorizePass in 638/magick/pixel.bc is non-deterministic
NoAlias: 389 vs 485
MayAlias: 205 vs 205
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 7SLPVectorizerPass in 638/magick/pixel.bc is non-deterministic
NoAlias: 695 vs 731
MayAlias: 0 vs 0
MustAlias: 13 vs 13
PartialAlias: 0 vs 0
Pass 1DSEPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 2DSEPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 3DSEPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 4DSEPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 99LICMPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 156LICMPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 213LICMPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 270LICMPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 341LICMPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 412LICMPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 1725LICMPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 1726LICMPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 1727LICMPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 1728LICMPass in 638/magick/pixel.bc is non-deterministic (new pass)
Pass 1729LICMPass in 638/magick/pixel.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/policy.bc
Change in hash for 638/magick/policy.bc
Hash: 082b3442cf433369ccfb98c322e82f8d262a9edd vs e2abe16058ac59b15b39066eb560d229473dbc3b
Change in queries per pass for 638/magick/policy.bc
Pass 0GVNPass in 638/magick/policy.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/policy.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/policy.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/policy.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/policy.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/policy.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/policy.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/policy.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/magick/policy.bc is non-deterministic (missing pass)
Check determinism flag for 638/magick/constitute.bc
Change in hash for 638/magick/constitute.bc
Hash: bbff9dd83fb29bb48671bca9c987eacffe90a013 vs ee4e127081e8c2d618653867db6e5892e21eb43d
Change in queries per pass for 638/magick/constitute.bc
Pass 2GVNPass in 638/magick/constitute.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/constitute.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/constitute.bc is non-deterministic (missing pass)
Pass 5DSEPass in 638/magick/constitute.bc is non-deterministic
NoAlias: 49 vs 50
MayAlias: 7 vs 7
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 6GVNPass in 638/magick/constitute.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/constitute.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/constitute.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/magick/constitute.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/magick/constitute.bc is non-deterministic (missing pass)
Pass 5LICMPass in 638/magick/constitute.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/animate.bc
Check determinism flag for 638/magick/coder.bc
Change in hash for 638/magick/coder.bc
Hash: 77d7d35c6b19ba60fcc522ab46b1fc694f5af5d1 vs ccaba32a6f9379d364ffa7f246bc02ec673eaed2
Change in queries per pass for 638/magick/coder.bc
Pass 1GVNPass in 638/magick/coder.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/coder.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/coder.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/coder.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/coder.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/coder.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/coder.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/coder.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/magick/coder.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/magick/coder.bc is non-deterministic (missing pass)
Pass 11GVNPass in 638/magick/coder.bc is non-deterministic (missing pass)
Check determinism flag for 638/magick/artifact.bc
Change in hash for 638/magick/artifact.bc
Hash: 5c7bf5fc725fa9d0cc3a57ccb492643f0df7621d vs 4622a761e47a357cf8b15732b8b8be3fbe2f3e65
Change in queries per pass for 638/magick/artifact.bc
Pass 0GVNPass in 638/magick/artifact.bc is non-deterministic (missing pass)
Pass 1GVNPass in 638/magick/artifact.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/artifact.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/artifact.bc is non-deterministic (missing pass)
Pass 13EarlyCSEPass in 638/magick/artifact.bc is non-deterministic
NoAlias: 1 vs 1
MayAlias: 0 vs 0
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 4GVNPass in 638/magick/artifact.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/artifact.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/artifact.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/artifact.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/artifact.bc is non-deterministic (missing pass)
Check determinism flag for 638/magick/magic.bc
Change in hash for 638/magick/magic.bc
Hash: 6311597eed57a7a043f40d141d79c5c847b2b23c vs 1b2e179e09f8ce666328d4147f375b8e1d20c8b3
Change in queries per pass for 638/magick/magic.bc
Pass 1GVNPass in 638/magick/magic.bc is non-deterministic (missing pass)
Pass 1DSEPass in 638/magick/magic.bc is non-deterministic
NoAlias: 32 vs 32
MayAlias: 12 vs 12
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 16LICMPass in 638/magick/magic.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 6 vs 6
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 2GVNPass in 638/magick/magic.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/magic.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/magic.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/magic.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/magic.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/magic.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/magick/magic.bc is non-deterministic (missing pass)
Pass 12GVNPass in 638/magick/magic.bc is non-deterministic (missing pass)
Check determinism flag for 638/magick/configure.bc
Change in hash for 638/magick/configure.bc
Hash: 8c1fb0f6df8261360f25a83d5b2bc812005f7973 vs 5973c5e38911c72c323623d922e256d3082824f1
Change in queries per pass for 638/magick/configure.bc
Pass 1GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 11GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 12GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 13GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 14GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/configure.bc is non-deterministic (missing pass)
Pass 15JumpThreadingPass in 638/magick/configure.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/cipher.bc
Check determinism flag for 638/magick/hashmap.bc
Change in hash for 638/magick/hashmap.bc
Hash: 1b829de0fec9c7dad4fb525b46a1ae32e6469370 vs 6d12dc29be100409ca9b860846bcfd2b96e5039f
Change in queries per pass for 638/magick/hashmap.bc
Pass 0GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 1GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 12GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 13GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 17DSEPass in 638/magick/hashmap.bc is non-deterministic
NoAlias: 18 vs 22
MayAlias: 3 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 18SimpleLoopUnswitchPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 18DSEPass in 638/magick/hashmap.bc is non-deterministic
NoAlias: 12 vs 15
MayAlias: 10 vs 10
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 21GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 24GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 24DSEPass in 638/magick/hashmap.bc is non-deterministic
NoAlias: 4 vs 5
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 25GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 25DSEPass in 638/magick/hashmap.bc is non-deterministic
NoAlias: 21 vs 23
MayAlias: 3 vs 3
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 26GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 26DSEPass in 638/magick/hashmap.bc is non-deterministic
NoAlias: 45 vs 50
MayAlias: 3 vs 3
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 27GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 27DSEPass in 638/magick/hashmap.bc is non-deterministic
NoAlias: 1 vs 3
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 28GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 29GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 31GVNPass in 638/magick/hashmap.bc is non-deterministic (missing pass)
Pass 65LICMPass in 638/magick/hashmap.bc is non-deterministic (new pass)
Pass 28SLPVectorizerPass in 638/magick/hashmap.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/stream.bc
Change in hash for 638/magick/stream.bc
Hash: cdda084e177c6cccaf224a51ef19d26168086b2b vs 51f2bc389592bc8671f3fe43def49dc92e14f526
Change in queries per pass for 638/magick/stream.bc
Pass 1GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 7DSEPass in 638/magick/stream.bc is non-deterministic
NoAlias: 53 vs 59
MayAlias: 0 vs 0
MustAlias: 4 vs 4
PartialAlias: 0 vs 0
Pass 9GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 10DSEPass in 638/magick/stream.bc is non-deterministic
NoAlias: 8 vs 12
MayAlias: 0 vs 0
MustAlias: 2 vs 2
PartialAlias: 0 vs 0
Pass 12GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 13GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 14GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 25GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 157LICMPass in 638/magick/stream.bc is non-deterministic
NoAlias: 0 vs 2
MayAlias: 5 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 166LICMPass in 638/magick/stream.bc is non-deterministic
NoAlias: 0 vs 2
MayAlias: 5 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 175LICMPass in 638/magick/stream.bc is non-deterministic
NoAlias: 0 vs 6
MayAlias: 5 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 184LICMPass in 638/magick/stream.bc is non-deterministic
NoAlias: 0 vs 4
MayAlias: 17 vs 17
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 26GVNPass in 638/magick/stream.bc is non-deterministic (missing pass)
Pass 241LICMPass in 638/magick/stream.bc is non-deterministic
NoAlias: 0 vs 2
MayAlias: 5 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 250LICMPass in 638/magick/stream.bc is non-deterministic
NoAlias: 0 vs 2
MayAlias: 5 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Check determinism flag for 638/magick/histogram.bc
Change in hash for 638/magick/histogram.bc
Hash: 4ccd20bc6631f23de0cf70eca9cc4619382efd08 vs cf95c270c70b8918bef8e404af271e8ff0a50b51
Change in queries per pass for 638/magick/histogram.bc
Pass 0GVNPass in 638/magick/histogram.bc is non-deterministic (missing pass)
Pass 1GVNPass in 638/magick/histogram.bc is non-deterministic (missing pass)
Pass 1DSEPass in 638/magick/histogram.bc is non-deterministic
NoAlias: 7 vs 8
MayAlias: 0 vs 0
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 2GVNPass in 638/magick/histogram.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/histogram.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/histogram.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/histogram.bc is non-deterministic (missing pass)
Pass 28EarlyCSEPass in 638/magick/histogram.bc is non-deterministic
NoAlias: 36 vs 36
MayAlias: 7 vs 7
MustAlias: 8 vs 10
PartialAlias: 0 vs 0
Pass 0LICMPass in 638/magick/histogram.bc is non-deterministic
NoAlias: 78 vs 74
MayAlias: 0 vs 0
MustAlias: 0 vs 0
